identifier,display_name,relative_path,deps
5.0.0_pre.0 montgomery/MontgomeryPoint/mul_bits_be,mul_bits_be,src/montgomery.rs,5.0.0_pre.0 montgomery/ProjectivePoint/Identity/identity; core https:/github.com/rust_lang/rust/library/core convert/Into/into; ConditionallySelectable/conditional_swap; 5.0.0_pre.0 montgomery/ProjectivePoint/as_affine; 5.0.0_pre.0 montgomery/differential_add_and_double; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator; 5.0.0_pre.0 field/u64/serial/backend/FieldElement51/from_bytes; Choice/From/from
core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/cmp,cmp,src/backend/serial/scalar_mul/pippenger.rs,
5.0.0_pre.0 montgomery/elligator_encode,elligator_encode,src/montgomery.rs,ConditionallyNegatable/conditional_negate; 5.0.0_pre.0 field/FieldElement51/sqrt_ratio_i; 5.0.0_pre.0 field/u64/serial/backend/FieldElement51/square; 5.0.0_pre.0 traits/Identity; 5.0.0_pre.0 field/u64/serial/backend/FieldElement51/square2; 5.0.0_pre.0 field/u64/serial/backend/FieldElement51/to_bytes; 5.0.0_pre.0 field/FieldElement51/invert; 5.0.0_pre.0 field/u64/serial/backend/FieldElement51/ConditionallySelectable/conditional_select
5.0.0_pre.0 decompress/ristretto/step_1,step_1,src/ristretto.rs,5.0.0_pre.0 field/u64/serial/backend/FieldElement51/from_bytes; ConstantTimeEq/ct_eq; 5.0.0_pre.0 field/u64/serial/backend/FieldElement51/to_bytes; 5.0.0_pre.0 field/FieldElement51/is_negative; 5.0.0_pre.0 ristretto/CompressedRistretto/as_bytes
5.0.0_pre.0 backend/pippenger_optional_multiscalar_mul,pippenger_optional_multiscalar_mul,src/backend/mod.rs,core https:/github.com/rust_lang/rust/library/core collect/traits/iter/IntoIterator; core https:/github.com/rust_lang/rust/library/core borrow/Borrow; 5.0.0_pre.0 traits/VartimeMultiscalarMul; 5.0.0_pre.0 backend/get_selected_backend; 5.0.0_pre.0 pippenger/scalar_mul/serial/backend/Pippenger/VartimeMultiscalarMul/optional_multiscalar_mul
5.0.0_pre.0 edwards/EdwardsPoint/mul_by_pow_2,mul_by_pow_2,src/backend/serial/scalar_mul/straus.rs,5.0.0_pre.0 curve_models/serial/backend/CompletedPoint/as_extended; 5.0.0_pre.0 curve_models/serial/backend/ProjectivePoint/double; 5.0.0_pre.0 curve_models/serial/backend/CompletedPoint/as_projective; 5.0.0_pre.0 edwards/EdwardsPoint/as_projective
5.0.0_pre.0 edwards/EdwardsPoint/SubAssign/sub_assign,sub_assign,src/edwards.rs,core https:/github.com/rust_lang/rust/library/core accum/traits/iter/Sum; core https:/github.com/rust_lang/rust/library/core borrow/Borrow
5.0.0_pre.0 montgomery/MontgomeryPoint/PartialEq/eq,eq,src/montgomery.rs,core https:/github.com/rust_lang/rust/library/core cmp/Eq; core https:/github.com/rust_lang/rust/library/core convert/Into/into; 5.0.0_pre.0 montgomery/MontgomeryPoint/ConstantTimeEq/ct_eq; core https:/github.com/rust_lang/rust/library/core hash/Hash
5.0.0_pre.0 scalar/Scalar/ConstantTimeEq/ct_eq,ct_eq,src/scalar.rs,core https:/github.com/rust_lang/rust/library/core index/ops/Index; ConstantTimeEq/ct_eq
5.0.0_pre.0 backend/VartimePrecomputedStraus/new,new,src/ristretto.rs,core https:/github.com/rust_lang/rust/library/core borrow/Borrow; 5.0.0_pre.0 precomputed_straus/scalar_mul/serial/backend/VartimePrecomputedStraus/VartimePrecomputedMultiscalarMul/new; 5.0.0_pre.0 traits/VartimePrecomputedMultiscalarMul; 5.0.0_pre.0 backend/get_selected_backend; core https:/github.com/rust_lang/rust/library/core collect/traits/iter/IntoIterator
5.0.0_pre.0 common_verus/u64/serial/backend/main,main,src/backend/serial/u64/common_verus.rs,
div_mod/arithmetic/lemma_div_multiples_vanish,lemma_div_multiples_vanish,src/backend/serial/u64/common_verus.rs,
5.0.0_pre.0 field_verus/u64/serial/backend/load8_at,load8_at,src/backend/serial/u64/field_verus.rs,
ConditionallySelectable/conditional_select,conditional_select,src/montgomery.rs,
5.0.0_pre.0 traits/IsIdentity,IsIdentity,src/edwards.rs,
5.0.0_pre.0 field_lemmas/u64/serial/backend/as_nat_k,as_nat_k,src/backend/serial/u64/field_lemmas.rs,mul/arithmetic/lemma_mul_is_distributive_add; power2/arithmetic/pow2; mul/arithmetic/lemma_mul_is_associative; 5.0.0_pre.0 field_lemmas/u64/serial/backend/as_nat
5.0.0_pre.0 straus/scalar_mul/serial/backend/Straus/VartimeMultiscalarMul/optional_multiscalar_mul,optional_multiscalar_mul,src/backend/mod.rs,5.0.0_pre.0 curve_models/serial/backend/ProjectivePoint/as_extended; 5.0.0_pre.0 curve_models/serial/backend/ProjectivePoint/Identity/identity; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/zip; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/rev; core https:/github.com/rust_lang/rust/library/core slice/iter; 5.0.0_pre.0 curve_models/serial/backend/CompletedPoint/as_extended; core https:/github.com/rust_lang/rust/library/core collect/traits/iter/IntoIterator; 5.0.0_pre.0 traits/Identity; core https:/github.com/rust_lang/rust/library/core borrow/Borrow; 5.0.0_pre.0 window/NafLookupTable5/From/from; 5.0.0_pre.0 curve_models/serial/backend/ProjectivePoint/double; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/map; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/collect; 5.0.0_pre.0 curve_models/serial/backend/CompletedPoint/as_projective
5.0.0_pre.0 scalar/Scalar/unpack,unpack,src/scalar.rs,5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/from_bytes
core https:/github.com/rust_lang/rust/library/core result/Result/map,map,src/ristretto.rs,
5.0.0_pre.0 subtle_assumes/u64/serial/backend/reveal_choice,reveal_choice,src/backend/serial/u64/subtle_assumes.rs,
5.0.0_pre.0 field/FieldElement51/pow_p58,pow_p58,src/field.rs,5.0.0_pre.0 field/u64/serial/backend/FieldElement51/pow2k; 5.0.0_pre.0 field/FieldElement51/pow22501
power/arithmetic/pow,pow,src/backend/serial/u64/common_verus.rs,
5.0.0_pre.0 field/u64/serial/backend/FieldElement51/negate,negate,src/backend/serial/u64/field.rs,5.0.0_pre.0 field/u64/serial/backend/FieldElement51/reduce
CryptoRng,CryptoRng,src/ristretto.rs,
5.0.0_pre.0 edwards/EdwardsPoint/Identity/identity,identity,src/ristretto.rs,core https:/github.com/rust_lang/rust/library/core default/Default
5.0.0_pre.0 ristretto/Sub/sub,sub,src/ristretto.rs,core https:/github.com/rust_lang/rust/library/core arith/ops/SubAssign
5.0.0_pre.0 traits/BasepointTable,BasepointTable,src/ristretto.rs,
5.0.0_pre.0 common_verus/u64/serial/backend/shl_nondecreasing,shl_nondecreasing,src/backend/serial/u64/common_verus.rs,5.0.0_pre.0 common_verus/u64/serial/backend/mul_le; power2/arithmetic/pow2; power2/arithmetic/lemma_pow2_strictly_increases; power2/arithmetic/lemma_pow2_adds; 5.0.0_pre.0 common_verus/u64/serial/backend/shl_decomposition; power2/arithmetic/lemma2_to64; 5.0.0_pre.0 common_verus/u64/serial/backend/shl_zero_is_id; mul/arithmetic/lemma_mul_is_associative; 5.0.0_pre.0 common_verus/u64/serial/backend/lemma_shl_le_u64
5.0.0_pre.0 scalar_lemmas/u64/serial/backend/lemma_old_carry,lemma_old_carry,src/backend/serial/u64/scalar_lemmas.rs,
5.0.0_pre.0 field_lemmas/u64/serial/backend/lemma_shr_51_fits_u64,lemma_shr_51_fits_u64,src/backend/serial/u64/field_lemmas.rs,5.0.0_pre.0 field_lemmas/u64/serial/backend/lemma_shr_51_le
5.0.0_pre.0 montgomery/MontgomeryPoint/to_bytes,to_bytes,src/montgomery.rs,
ConditionallySelectable/conditional_assign,conditional_assign,src/backend/serial/u64/field.rs,
5.0.0_pre.0 ristretto/RistrettoPoint/PartialEq/eq,eq,src/ristretto.rs,core https:/github.com/rust_lang/rust/library/core convert/Into/into; ConstantTimeEq; 5.0.0_pre.0 ristretto/RistrettoPoint/ConstantTimeEq/ct_eq
5.0.0_pre.0 scalar_lemmas/u64/serial/backend/lemma_sub_loop1_invariant,lemma_sub_loop1_invariant,src/backend/serial/u64/scalar_lemmas.rs,5.0.0_pre.0 scalar_specs/u64/serial/backend/limbs_bounded; 5.0.0_pre.0 scalar_specs/u64/serial/backend/seq_u64_to_nat; power2/arithmetic/pow2
5.0.0_pre.0 load8_at,load8_at,src/backend/serial/u64/field.rs,
core https:/github.com/rust_lang/rust/library/core slice/iter_mut,iter_mut,src/field.rs,
5.0.0_pre.0 edwards/Mul/mul,mul,src/edwards.rs,5.0.0_pre.0 backend/variable_base_mul; core https:/github.com/rust_lang/rust/library/core arith/ops/Mul
5.0.0_pre.0 traits/VartimePrecomputedMultiscalarMul/new,new,src/traits.rs,core https:/github.com/rust_lang/rust/library/core borrow/Borrow; core https:/github.com/rust_lang/rust/library/core collect/traits/iter/IntoIterator
5.0.0_pre.0 scalar_specs/u64/serial/backend/group_order,group_order,src/backend/serial/u64/scalar_lemmas.rs,power2/arithmetic/pow2
5.0.0_pre.0 field_verus/u64/serial/backend/FieldElement51/from_bytes,from_bytes,src/backend/serial/u64/field_verus.rs,5.0.0_pre.0 field_verus/u64/serial/backend/load8_at; 5.0.0_pre.0 field_verus/u64/serial/backend/l51_bit_mask_lt
5.0.0_pre.0 scalar/read_le_u64_into,read_le_u64_into,src/scalar.rs,core https:/github.com/rust_lang/rust/library/core result/Result/expect; core https:/github.com/rust_lang/rust/library/core convert/TryInto/try_into; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/zip; core https:/github.com/rust_lang/rust/library/core slice/len; core https:/github.com/rust_lang/rust/library/core slice/iter_mut; core https:/github.com/rust_lang/rust/library/core num/from_le_bytes; core https:/github.com/rust_lang/rust/library/core slice/chunks
5.0.0_pre.0 scalar_specs/u64/serial/backend/nine_limbs_to_nat_aux,nine_limbs_to_nat_aux,src/backend/serial/u64/scalar_lemmas.rs,power2/arithmetic/pow2
5.0.0_pre.0 common_verus/u64/serial/backend/lemma_div_and_mod,lemma_div_and_mod,src/backend/serial/u64/common_verus.rs,power2/arithmetic/lemma2_to64_rest; div_mod/arithmetic/lemma_fundamental_div_mod; bits/low_bits_mask; power2/arithmetic/lemma_pow2_pos; power2/arithmetic/lemma_pow2_strictly_increases; power2/arithmetic/lemma2_to64; power2/arithmetic/pow2
5.0.0_pre.0 common_verus/u64/serial/backend/lemma_mod_diff_factor,lemma_mod_diff_factor,src/backend/serial/u64/common_verus.rs,div_mod/arithmetic/lemma_sub_mod_noop; div_mod/arithmetic/lemma_mod_multiples_basic; div_mod/arithmetic/lemma_mod_twice
div_mod/arithmetic/lemma_mod_multiples_vanish,lemma_mod_multiples_vanish,src/backend/serial/u64/field_verus.rs,
5.0.0_pre.0 field/u64/serial/backend/FieldElement51/ConditionallySelectable/conditional_swap,conditional_swap,src/backend/serial/u64/field.rs,ConditionallySelectable/conditional_swap
5.0.0_pre.0 common_verus/u64/serial/backend/mul_si_vi_and_reorder,mul_si_vi_and_reorder,src/backend/serial/u64/field_lemmas.rs,mul/arithmetic/lemma_mul_is_associative; 5.0.0_pre.0 common_verus/u64/serial/backend/mul_quad_prod; 5.0.0_pre.0 common_verus/u64/serial/backend/mul_5_terms
core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/zip,zip,src/field.rs,
core https:/github.com/rust_lang/rust/library/core slice/chunks,chunks,src/scalar.rs,
5.0.0_pre.0 common_verus/u64/serial/backend/mul_le,mul_le,src/backend/serial/u64/common_verus.rs,mul/arithmetic/lemma_mul_inequality
5.0.0_pre.0 square_multiply,square_multiply,src/scalar.rs,5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/montgomery_square; 5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/montgomery_mul
power/arithmetic/lemma_pow_adds,lemma_pow_adds,src/backend/serial/u64/common_verus.rs,
5.0.0_pre.0 field/FieldElement51/invsqrt,invsqrt,src/field.rs,5.0.0_pre.0 field/FieldElement51/sqrt_ratio_i
5.0.0_pre.0 deterministic/determine_curve25519_dalek_bits_warning,determine_curve25519_dalek_bits_warning,build.rs,
core https:/github.com/rust_lang/rust/library/core index/ops/IndexMut,IndexMut,src/backend/serial/u64/scalar.rs,
5.0.0_pre.0 field_lemmas/u64/serial/backend/as_nat,as_nat,src/backend/serial/u64/field_lemmas.rs,power2/arithmetic/pow2
5.0.0_pre.0 field_lemmas/u64/serial/backend/a4_0_val,a4_0_val,src/backend/serial/u64/field_lemmas.rs,5.0.0_pre.0 field_lemmas/u64/serial/backend/c4_val
5.0.0_pre.0 precomputed_straus/scalar_mul/serial/backend/VartimePrecomputedStraus/VartimePrecomputedMultiscalarMul/new,new,src/backend/mod.rs,core https:/github.com/rust_lang/rust/library/core borrow/Borrow; core https:/github.com/rust_lang/rust/library/core collect/traits/iter/IntoIterator; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/collect; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/map; 5.0.0_pre.0 window/NafLookupTable8/From/from
5.0.0_pre.0 field_verus/u64/serial/backend/lemma_boundaries,lemma_boundaries,src/backend/serial/u64/field_verus.rs,5.0.0_pre.0 field_verus/u64/serial/backend/masked_lt_51; 5.0.0_pre.0 common_verus/u64/serial/backend/mul_lt; 5.0.0_pre.0 common_verus/u64/serial/backend/shifted_lt; 5.0.0_pre.0 common_verus/u64/serial/backend/shift_is_pow2; power2/arithmetic/lemma_pow2_adds
core https:/github.com/rust_lang/rust/library/core hash/Hasher,Hasher,src/montgomery.rs,
5.0.0_pre.0 scalar/Scalar52/pack,pack,src/scalar.rs,5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/to_bytes
5.0.0_pre.0 field/u64/serial/backend/FieldElement51/to_bytes,to_bytes,src/field.rs,5.0.0_pre.0 field/u64/serial/backend/FieldElement51/reduce
5.0.0_pre.0 common_verus/u64/serial/backend/lemma_u64_max_shifting,lemma_u64_max_shifting,src/backend/serial/u64/common_verus.rs,5.0.0_pre.0 common_verus/u64/serial/backend/shift_is_pow2; 5.0.0_pre.0 common_verus/u64/serial/backend/mul_le; 5.0.0_pre.0 common_verus/u64/serial/backend/shr_decomposition; power2/arithmetic/lemma_pow2_strictly_increases; power2/arithmetic/lemma2_to64; div_mod/arithmetic/lemma_div_multiples_vanish; 5.0.0_pre.0 common_verus/u64/serial/backend/shl_decomposition; power2/arithmetic/pow2; power2/arithmetic/lemma_pow2_adds; power2/arithmetic/lemma2_to64_rest
5.0.0_pre.0 scalar_specs/u64/serial/backend/bytes_to_nat_rec,bytes_to_nat_rec,src/backend/serial/u64/scalar_specs.rs,power2/arithmetic/pow2
5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/part1,part1,src/backend/serial/u64/scalar.rs,5.0.0_pre.0 scalar/u64/serial/backend/m; core https:/github.com/rust_lang/rust/library/core num/wrapping_mul
5.0.0_pre.0 scalar/Scalar/AddAssign/add_assign,add_assign,src/scalar.rs,core https:/github.com/rust_lang/rust/library/core arith/ops/Add
5.0.0_pre.0 field_lemmas/u64/serial/backend/c4_0_val,c4_0_val,src/backend/serial/u64/field_lemmas.rs,
ConditionallyNegatable,ConditionallyNegatable,src/field.rs,
power2/arithmetic/lemma_pow2_subtracts,lemma_pow2_subtracts,src/backend/serial/u64/field_lemmas.rs,
core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/skip,skip,src/montgomery.rs,
5.0.0_pre.0 field_verus/u64/serial/backend/spec_reduce,spec_reduce,src/backend/serial/u64/field_verus.rs,
5.0.0_pre.0 field/u64/serial/backend/FieldElement51/reduce,reduce,src/backend/serial/u64/field.rs,
5.0.0_pre.0 BatchCompressState/From/from,from,src/ristretto.rs,ConditionallyNegatable/conditional_negate; 5.0.0_pre.0 field/u64/serial/backend/FieldElement51/square; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/map; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/collect; 5.0.0_pre.0 field/FieldElement51/batch_invert; 5.0.0_pre.0 field/FieldElement51/is_negative; core https:/github.com/rust_lang/rust/library/core slice/iter; 5.0.0_pre.0 field/u64/serial/backend/FieldElement51/ConditionallySelectable/conditional_assign; 5.0.0_pre.0 BatchCompressState/efgh; 5.0.0_pre.0 field/u64/serial/backend/FieldElement51/to_bytes; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/zip
5.0.0_pre.0 field_lemmas/u64/serial/backend/c_i_0_bounded,c_i_0_bounded,src/backend/serial/u64/field_lemmas.rs,5.0.0_pre.0 field_lemmas/u64/serial/backend/c2_0_val; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c0_0_val; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c1_0_val; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c4_0_val; 5.0.0_pre.0 field_lemmas/u64/serial/backend/term_product_bounds; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c3_0_val
5.0.0_pre.0 field_lemmas/u64/serial/backend/main,main,src/backend/serial/u64/field_lemmas.rs,
power/arithmetic/lemma_pow_positive,lemma_pow_positive,src/backend/serial/u64/common_verus.rs,
5.0.0_pre.0 edwards/EdwardsPoint/double,double,src/window.rs,5.0.0_pre.0 edwards/EdwardsPoint/as_projective; core https:/github.com/rust_lang/rust/library/core arith/ops/Add; 5.0.0_pre.0 curve_models/serial/backend/ProjectivePoint/double; 5.0.0_pre.0 curve_models/serial/backend/CompletedPoint/as_extended
5.0.0_pre.0 window/NafLookupTable8/Debug/fmt,fmt,src/window.rs,core https:/github.com/rust_lang/rust/library/core convert/From
5.0.0_pre.0 window/NafLookupTable5/Debug/fmt,fmt,src/window.rs,core https:/github.com/rust_lang/rust/library/core convert/From
5.0.0_pre.0 field_verus/u64/serial/backend/masked_lt_51,masked_lt_51,src/backend/serial/u64/field_verus.rs,5.0.0_pre.0 common_verus/u64/serial/backend/masked_lt; 5.0.0_pre.0 field_verus/u64/serial/backend/l51_bit_mask_lt
version_meta,version_meta,build.rs,
5.0.0_pre.0 window/LookupTable/select,select,src/backend/serial/scalar_mul/variable_base.rs,
5.0.0_pre.0 edwards/EdwardsPoint/mul_clamped,mul_clamped,src/edwards.rs,5.0.0_pre.0 scalar/clamp_integer
5.0.0_pre.0 backend/variable_base_mul,variable_base_mul,src/backend/mod.rs,5.0.0_pre.0 variable_base/scalar_mul/serial/backend/mul; 5.0.0_pre.0 backend/get_selected_backend
5.0.0_pre.0 affine/edwards/AffinePoint/PartialEq/eq,eq,src/edwards/affine.rs,core https:/github.com/rust_lang/rust/library/core cmp/Eq; 5.0.0_pre.0 affine/edwards/AffinePoint/ConstantTimeEq/ct_eq; core https:/github.com/rust_lang/rust/library/core convert/Into/into
core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/size_hint,size_hint,src/backend/serial/scalar_mul/pippenger.rs,
5.0.0_pre.0 scalar/Scalar/Debug/fmt,fmt,src/scalar.rs,core https:/github.com/rust_lang/rust/library/core cmp/Eq; core https:/github.com/rust_lang/rust/library/core cmp/PartialEq
5.0.0_pre.0 precomputed_straus/scalar_mul/serial/backend/VartimePrecomputedStraus/VartimePrecomputedMultiscalarMul/optional_mixe,optional_mixed_multiscalar_mul,src/backend/mod.rs,core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/collect; 5.0.0_pre.0 curve_models/serial/backend/CompletedPoint/as_extended; 5.0.0_pre.0 curve_models/serial/backend/ProjectivePoint/Identity/identity; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/map; core https:/github.com/rust_lang/rust/library/core borrow/Borrow; alloc https:/github.com/rust_lang/rust/library/alloc vec/Vec/len; 5.0.0_pre.0 curve_models/serial/backend/ProjectivePoint/double; 5.0.0_pre.0 curve_models/serial/backend/CompletedPoint/as_projective; 5.0.0_pre.0 curve_models/serial/backend/ProjectivePoint/as_extended; core https:/github.com/rust_lang/rust/library/core collect/traits/iter/IntoIterator; 5.0.0_pre.0 window/NafLookupTable5/From/from; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/rev
5.0.0_pre.0 scalar_lemmas/u64/serial/backend/lemma_general_bound,lemma_general_bound,src/backend/serial/u64/scalar_lemmas.rs,5.0.0_pre.0 scalar_specs/u64/serial/backend/seq_u64_to_nat; 5.0.0_pre.0 scalar_specs/u64/serial/backend/seq_to_nat; power2/arithmetic/lemma2_to64; seq_lib/Seq/map; mul/arithmetic/lemma_mul_is_distributive_sub; power2/arithmetic/lemma2_to64_rest; mul/arithmetic/lemma_mul_inequality; power2/arithmetic/lemma_pow2_adds; power2/arithmetic/pow2
core https:/github.com/rust_lang/rust/library/core option/Option/map,map,src/ristretto.rs,
5.0.0_pre.0 ristretto/Add/add,add,src/ristretto.rs,core https:/github.com/rust_lang/rust/library/core arith/ops/AddAssign
alloc https:/github.com/rust_lang/rust/library/alloc vec/Vec/len,len,src/backend/serial/scalar_mul/precomputed_straus.rs,
core https:/github.com/rust_lang/rust/library/core borrow/Borrow,Borrow,src/ristretto.rs,
mul/arithmetic/lemma_mul_is_associative,lemma_mul_is_associative,src/backend/serial/u64/scalar_lemmas.rs,
5.0.0_pre.0 field/u64/serial/backend/Mul/mul,mul,src/backend/serial/u64/field.rs,
5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/Index/index,index,src/backend/serial/u64/scalar.rs,core https:/github.com/rust_lang/rust/library/core index/ops/IndexMut
5.0.0_pre.0 field_lemmas/u64/serial/backend/p,p,src/backend/serial/u64/field_lemmas.rs,power2/arithmetic/pow2
5.0.0_pre.0 scalar_lemmas/u64/serial/backend/lemma_five_limbs_equals_to_nat,lemma_five_limbs_equals_to_nat,src/backend/serial/u64/scalar_lemmas.rs,5.0.0_pre.0 scalar_specs/u64/serial/backend/five_limbs_to_nat_aux; 5.0.0_pre.0 scalar_specs/u64/serial/backend/to_nat
5.0.0_pre.0 curve_models/serial/backend/ProjectiveNielsPoint/Default/default,default,src/backend/serial/curve_models/mod.rs,5.0.0_pre.0 curve_models/serial/backend/ProjectiveNielsPoint/Identity/identity; 5.0.0_pre.0 traits/Identity
core https:/github.com/rust_lang/rust/library/core double_ended/traits/iter/DoubleEndedIterator,DoubleEndedIterator,src/scalar.rs,
core https:/github.com/rust_lang/rust/library/core num/div_ceil,div_ceil,src/scalar.rs,
5.0.0_pre.0 field_verus/u64/serial/backend/FieldElement51/square2,square2,src/backend/serial/u64/field_verus.rs,5.0.0_pre.0 field_verus/u64/serial/backend/FieldElement51/pow2k; 5.0.0_pre.0 field_lemmas/u64/serial/backend/p; 5.0.0_pre.0 field_lemmas/u64/serial/backend/as_nat; mul/arithmetic/lemma_mul_left_inequality; div_mod/arithmetic/lemma_mul_mod_noop; 5.0.0_pre.0 common_verus/u64/serial/backend/lemma_pow_nat_is_nat; mul/arithmetic/lemma_mul_strict_inequality; 5.0.0_pre.0 field_lemmas/u64/serial/backend/as_nat_k; 5.0.0_pre.0 field_lemmas/u64/serial/backend/pow255_gt_19; power/arithmetic/pow; power2/arithmetic/lemma2_to64
5.0.0_pre.0 edwards/EdwardsPoint/Neg/neg,neg,src/edwards.rs,core https:/github.com/rust_lang/rust/library/core arith/ops/MulAssign
5.0.0_pre.0 scalar_lemmas/u64/serial/backend/lemma_scalar_subtract_no_overflow,lemma_scalar_subtract_no_overflow,src/backend/serial/u64/scalar_lemmas.rs,
5.0.0_pre.0 field_verus/u64/serial/backend/l51_bit_mask_lt,l51_bit_mask_lt,src/backend/serial/u64/field_verus.rs,bits/low_bits_mask; power2/arithmetic/lemma2_to64_rest
5.0.0_pre.0 field_lemmas/u64/serial/backend/c2_val,c2_val,src/backend/serial/u64/field_lemmas.rs,5.0.0_pre.0 field_lemmas/u64/serial/backend/c1_val; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c2_0_val
5.0.0_pre.0 ristretto/RistrettoPoint/SubAssign/sub_assign,sub_assign,src/ristretto.rs,core https:/github.com/rust_lang/rust/library/core borrow/Borrow; core https:/github.com/rust_lang/rust/library/core accum/traits/iter/Sum
mul/arithmetic/lemma_mul_is_distributive_add,lemma_mul_is_distributive_add,src/backend/serial/u64/field_lemmas.rs,
5.0.0_pre.0 BatchCompressState/efgh,efgh,src/ristretto.rs,core https:/github.com/rust_lang/rust/library/core convert/From
mul/arithmetic/lemma_mul_is_distributive_add_other_way,lemma_mul_is_distributive_add_other_way,src/backend/serial/u64/common_verus.rs,
5.0.0_pre.0 decompress/edwards/step_1,step_1,src/edwards.rs,5.0.0_pre.0 field/u64/serial/backend/FieldElement51/from_bytes; 5.0.0_pre.0 field/u64/serial/backend/FieldElement51/square; 5.0.0_pre.0 field/FieldElement51/sqrt_ratio_i; 5.0.0_pre.0 edwards/CompressedEdwardsY/as_bytes
5.0.0_pre.0 ristretto/VartimeRistrettoPrecomputation/VartimePrecomputedMultiscalarMul/len,len,src/ristretto.rs,5.0.0_pre.0 backend/VartimePrecomputedStraus/len
5.0.0_pre.0 scalar_specs/u64/serial/backend/slice128_to_nat,slice128_to_nat,src/backend/serial/u64/scalar_lemmas.rs,5.0.0_pre.0 scalar_specs/u64/serial/backend/seq_to_nat
5.0.0_pre.0 field_lemmas/u64/serial/backend/lemma_mul_sub,lemma_mul_sub,src/backend/serial/u64/field_lemmas.rs,mul/arithmetic/lemma_mul_is_associative; mul/arithmetic/lemma_mul_is_distributive_sub; power2/arithmetic/pow2; power2/arithmetic/lemma_pow2_adds
core https:/github.com/rust_lang/rust/library/core arith/ops/SubAssign,SubAssign,src/ristretto.rs,
5.0.0_pre.0 montgomery/MontgomeryPoint/mul_base_clamped,mul_base_clamped,src/montgomery.rs,5.0.0_pre.0 scalar/clamp_integer; 5.0.0_pre.0 montgomery/MontgomeryPoint/mul_base
5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/square,square,src/backend/serial/u64/scalar.rs,5.0.0_pre.0 scalar_specs/u64/serial/backend/limbs_bounded; 5.0.0_pre.0 scalar_specs/u64/serial/backend/group_order; 5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/square_internal; 5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/mul_internal; 5.0.0_pre.0 scalar_specs/u64/serial/backend/to_nat; 5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/montgomery_reduce
5.0.0_pre.0 curve_models/serial/backend/AffineNielsPoint/Default/default,default,src/backend/serial/curve_models/mod.rs,5.0.0_pre.0 curve_models/serial/backend/AffineNielsPoint/Identity/identity; 5.0.0_pre.0 traits/ValidityCheck
5.0.0_pre.0 ristretto/RistrettoPoint/coset4,coset4,src/ristretto.rs,
5.0.0_pre.0 edwards/CompressedEdwardsY/TryFrom/try_from,try_from,src/edwards.rs,5.0.0_pre.0 traits/Identity; 5.0.0_pre.0 edwards/CompressedEdwardsY/from_slice
core https:/github.com/rust_lang/rust/library/core num/from_le_bytes,from_le_bytes,src/scalar.rs,
5.0.0_pre.0 scalar/Scalar/reduce,reduce,src/scalar.rs,5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/montgomery_reduce; 5.0.0_pre.0 scalar/Scalar52/pack; 5.0.0_pre.0 scalar/Scalar/unpack; 5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/mul_internal
div_mod/arithmetic/lemma_add_mod_noop,lemma_add_mod_noop,src/backend/serial/u64/common_verus.rs,
power2/arithmetic/pow2,pow2,src/backend/serial/u64/scalar_lemmas.rs,
core https:/github.com/rust_lang/rust/library/core fmt/Debug,Debug,src/ristretto.rs,
div_mod/arithmetic/lemma_mul_mod_noop,lemma_mul_mod_noop,src/backend/serial/u64/field_verus.rs,
