identifier,display_name,relative_path,deps
power2/arithmetic/lemma_pow2_pos,lemma_pow2_pos,src/backend/serial/u64/scalar_lemmas.rs,
5.0.0_pre.0 traits/MultiscalarMul,MultiscalarMul,src/ristretto.rs,
5.0.0_pre.0 ristretto/CompressedRistretto/from_slice,from_slice,src/ristretto.rs,core https:/github.com/rust_lang/rust/library/core convert/TryInto/try_into; core https:/github.com/rust_lang/rust/library/core result/Result/map
5.0.0_pre.0 main,main,build.rs,version_meta; alloc https:/github.com/rust_lang/rust/library/alloc string/ToString/to_string; core https:/github.com/rust_lang/rust/library/core result/Result/expect; version; 5.0.0_pre.0 deterministic/determine_curve25519_dalek_bits; 5.0.0_pre.0 is_capable_simd; core https:/github.com/rust_lang/rust/library/core result/Result/as_deref; std https:/github.com/rust_lang/rust/library/std env/var
5.0.0_pre.0 traits/BasepointTable/mul_base_clamped,mul_base_clamped,src/traits.rs,5.0.0_pre.0 scalar/clamp_integer
From/from,from,src/field.rs,
5.0.0_pre.0 field_lemmas/u64/serial/backend/c0_0_val,c0_0_val,src/backend/serial/u64/field_lemmas.rs,
core https:/github.com/rust_lang/rust/library/core arith/ops/Add,Add,src/ristretto.rs,
5.0.0_pre.0 scalar/clamp_integer,clamp_integer,src/scalar.rs,
5.0.0_pre.0 field/u64/serial/backend/Sub/sub,sub,src/backend/serial/u64/field.rs,core https:/github.com/rust_lang/rust/library/core arith/ops/MulAssign; 5.0.0_pre.0 field/u64/serial/backend/FieldElement51/reduce
5.0.0_pre.0 field_lemmas/u64/serial/backend/c0_val,c0_val,src/backend/serial/u64/field_lemmas.rs,5.0.0_pre.0 field_lemmas/u64/serial/backend/c0_0_val
5.0.0_pre.0 ristretto/RistrettoPoint/ConstantTimeEq/ct_eq,ct_eq,src/ristretto.rs,5.0.0_pre.0 field/FieldElement51/ConstantTimeEq/ct_eq; core https:/github.com/rust_lang/rust/library/core arith/ops/Add; core https:/github.com/rust_lang/rust/library/core cmp/Eq
mul/arithmetic/lemma_mul_nonzero,lemma_mul_nonzero,src/backend/serial/u64/common_verus.rs,
5.0.0_pre.0 traits/VartimeMultiscalarMul/vartime_multiscalar_mul,vartime_multiscalar_mul,src/traits.rs,core https:/github.com/rust_lang/rust/library/core clone/Clone; 5.0.0_pre.0 traits/VartimeMultiscalarMul/optional_multiscalar_mul; core https:/github.com/rust_lang/rust/library/core collect/traits/iter/IntoIterator; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/map; core https:/github.com/rust_lang/rust/library/core borrow/Borrow; core https:/github.com/rust_lang/rust/library/core option/Option/expect
alloc https:/github.com/rust_lang/rust/library/alloc vec/Vec/IntoIterator/into_iter,into_iter,src/field.rs,
5.0.0_pre.0 curve_models/serial/backend/ProjectivePoint/Identity/identity,identity,src/backend/serial/scalar_mul/straus.rs,5.0.0_pre.0 traits/Identity
5.0.0_pre.0 common_verus/u64/serial/backend/mul_v0_and_reorder,mul_v0_and_reorder,src/backend/serial/u64/field_lemmas.rs,5.0.0_pre.0 common_verus/u64/serial/backend/mul_5_terms; mul/arithmetic/lemma_mul_is_associative
core https:/github.com/rust_lang/rust/library/core convert/TryInto/try_into,try_into,src/ristretto.rs,
core https:/github.com/rust_lang/rust/library/core option/Option/expect,expect,src/backend/serial/scalar_mul/pippenger.rs,
mul/arithmetic/lemma_mul_left_inequality,lemma_mul_left_inequality,src/backend/serial/u64/field_verus.rs,
5.0.0_pre.0 scalar_lemmas/u64/serial/backend/lemma_sub_correct_after_loops,lemma_sub_correct_after_loops,src/backend/serial/u64/scalar_lemmas.rs,5.0.0_pre.0 scalar_lemmas/u64/serial/backend/lemma_l_equals_group_order; 5.0.0_pre.0 scalar_specs/u64/serial/backend/limbs_bounded; 5.0.0_pre.0 scalar_specs/u64/serial/backend/seq_u64_to_nat; power2/arithmetic/pow2; 5.0.0_pre.0 scalar_lemmas/u64/serial/backend/lemma_bound_scalar; 5.0.0_pre.0 scalar_specs/u64/serial/backend/group_order; div_mod/arithmetic/lemma_small_mod; 5.0.0_pre.0 scalar_specs/u64/serial/backend/to_nat
5.0.0_pre.0 curve_models/serial/backend/CompletedPoint/as_projective,as_projective,src/backend/serial/scalar_mul/straus.rs,
core https:/github.com/rust_lang/rust/library/core slice/copy_from_slice,copy_from_slice,src/ristretto.rs,
5.0.0_pre.0 scalar_lemmas/u64/serial/backend/lemma_square_internal_no_overflow,lemma_square_internal_no_overflow,src/backend/serial/u64/scalar_lemmas.rs,
5.0.0_pre.0 field_lemmas/u64/serial/backend/c4_val,c4_val,src/backend/serial/u64/field_lemmas.rs,5.0.0_pre.0 field_lemmas/u64/serial/backend/c3_val; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c4_0_val
5.0.0_pre.0 backend/VartimePrecomputedStraus/optional_mixed_multiscalar_mul,optional_mixed_multiscalar_mul,src/ristretto.rs,5.0.0_pre.0 traits/VartimePrecomputedMultiscalarMul; core https:/github.com/rust_lang/rust/library/core borrow/Borrow; core https:/github.com/rust_lang/rust/library/core collect/traits/iter/IntoIterator; 5.0.0_pre.0 precomputed_straus/scalar_mul/serial/backend/VartimePrecomputedStraus/VartimePrecomputedMultiscalarMul/optional_mixe
5.0.0_pre.0 field_verus/u64/serial/backend/FieldElement51/reduce,reduce,src/backend/serial/u64/field_verus.rs,5.0.0_pre.0 field_verus/u64/serial/backend/lemma_reduce; 5.0.0_pre.0 field_lemmas/u64/serial/backend/pow255_gt_19; div_mod/arithmetic/lemma_mod_multiples_vanish; 5.0.0_pre.0 field_lemmas/u64/serial/backend/as_nat; 5.0.0_pre.0 field_verus/u64/serial/backend/lemma_boundaries; 5.0.0_pre.0 field_lemmas/u64/serial/backend/p; 5.0.0_pre.0 field_verus/u64/serial/backend/spec_reduce
5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/from_bytes,from_bytes,src/scalar.rs,5.0.0_pre.0 scalar_specs/u64/serial/backend/bytes_to_nat; 5.0.0_pre.0 scalar_specs/u64/serial/backend/to_nat; 5.0.0_pre.0 scalar_specs/u64/serial/backend/words_to_nat
5.0.0_pre.0 scalar_specs/u64/serial/backend/words_to_nat_gen_u32,words_to_nat_gen_u32,src/backend/serial/u64/scalar_specs.rs,power2/arithmetic/pow2
5.0.0_pre.0 scalar_lemmas/u64/serial/backend/lemma_mod_cancel,lemma_mod_cancel,src/backend/serial/u64/scalar_lemmas.rs,div_mod/arithmetic/lemma_mod_add_multiples_vanish; 5.0.0_pre.0 scalar_specs/u64/serial/backend/group_order; 5.0.0_pre.0 scalar_specs/u64/serial/backend/to_nat
5.0.0_pre.0 field_verus/u64/serial/backend/lemma_cast_then_mask_51,lemma_cast_then_mask_51,src/backend/serial/u64/field_verus.rs,
5.0.0_pre.0 ristretto/RistrettoPoint/mul_base,mul_base,src/ristretto.rs,5.0.0_pre.0 traits/MultiscalarMul
core https:/github.com/rust_lang/rust/library/core slice/len,len,src/field.rs,
5.0.0_pre.0 common_verus/u64/serial/backend/lemma_pow_nat_is_nat,lemma_pow_nat_is_nat,src/backend/serial/u64/common_verus.rs,power2/arithmetic/lemma_pow2_pos; power/arithmetic/lemma_pow_positive; power2/arithmetic/pow2; power/arithmetic/pow; power/arithmetic/lemma0_pow
5.0.0_pre.0 edwards/CompressedEdwardsY/Default/default,default,src/edwards.rs,5.0.0_pre.0 edwards/CompressedEdwardsY/Identity/identity
5.0.0_pre.0 common_verus/u64/serial/backend/masked_lt,masked_lt,src/backend/serial/u64/common_verus.rs,bits/low_bits_mask; 5.0.0_pre.0 common_verus/u64/serial/backend/shift_is_pow2; div_mod/arithmetic/lemma_mod_bound; power2/arithmetic/lemma_pow2_pos; power2/arithmetic/pow2
5.0.0_pre.0 scalar/Scalar/Neg/neg,neg,src/scalar.rs,ConditionallySelectable
power/arithmetic/lemma0_pow,lemma0_pow,src/backend/serial/u64/common_verus.rs,
core https:/github.com/rust_lang/rust/library/core slice/iter,iter,src/field.rs,
5.0.0_pre.0 scalar/Scalar52/invert,invert,src/scalar.rs,5.0.0_pre.0 scalar/Scalar52/montgomery_invert; 5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/from_montgomery; core https:/github.com/rust_lang/rust/library/core marker/Sized; 5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/as_montgomery
5.0.0_pre.0 ristretto/RistrettoBasepointTable/basepoint,basepoint,src/ristretto.rs,ConditionallySelectable; 5.0.0_pre.0 edwards/EdwardsBasepointTable/BasepointTable/basepoint
5.0.0_pre.0 field_verus/u64/serial/backend/FieldElement51/pow2k,pow2k,src/backend/serial/u64/field_verus.rs,5.0.0_pre.0 common_verus/u64/serial/backend/shift_is_pow2; 5.0.0_pre.0 field_lemmas/u64/serial/backend/as_nat; mul/arithmetic/lemma_mul_is_associative; div_mod/arithmetic/lemma_mul_mod_noop; mul/arithmetic/lemma_mul_is_distributive_sub_other_way; 5.0.0_pre.0 field_lemmas/u64/serial/backend/pow255_gt_19; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c1_0_val; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c2_val; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c0_0_val; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c2_0_val; 5.0.0_pre.0 field_lemmas/u64/serial/backend/p; power2/arithmetic/lemma_pow2_adds; power2/arithmetic/lemma2_to64_rest; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c1_val; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c3_val; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c4_val; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c3_0_val; power/arithmetic/pow; 5.0.0_pre.0 field_lemmas/u64/serial/backend/lemma_reorder_mul; 5.0.0_pre.0 common_verus/u64/serial/backend/lemma_pow_nat_is_nat; 5.0.0_pre.0 field_verus/u64/serial/backend/m; 5.0.0_pre.0 field_lemmas/u64/serial/backend/lemma_cast_then_mod_51; 5.0.0_pre.0 field_lemmas/u64/serial/backend/as_nat_squared; 5.0.0_pre.0 field_lemmas/u64/serial/backend/lemma_mul_sub; 5.0.0_pre.0 field_lemmas/u64/serial/backend/term_product_bounds; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c4_0_val; power2/arithmetic/pow2; 5.0.0_pre.0 field_verus/u64/serial/backend/l51_bit_mask_lt; mul/arithmetic/lemma_mul_is_distributive_sub; 5.0.0_pre.0 common_verus/u64/serial/backend/lemma_mod_diff_factor; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c_i_0_bounded; 5.0.0_pre.0 common_verus/u64/serial/backend/lemma_pow2_square; 5.0.0_pre.0 field_lemmas/u64/serial/backend/lemma_shr_51_le; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c_i_shift_bounded; power2/arithmetic/lemma2_to64; 5.0.0_pre.0 field_verus/u64/serial/backend/lemma_div_and_mod_51; div_mod/arithmetic/lemma_fundamental_div_mod; 5.0.0_pre.0 field_verus/u64/serial/backend/masked_lt_51; power/arithmetic/lemma_pow1
5.0.0_pre.0 affine/edwards/AffinePoint/ConstantTimeEq/ct_eq,ct_eq,src/edwards/affine.rs,5.0.0_pre.0 field/FieldElement51/ConstantTimeEq/ct_eq; ConditionallySelectable
5.0.0_pre.0 edwards/CompressedEdwardsY/as_bytes,as_bytes,src/edwards.rs,
5.0.0_pre.0 montgomery/MontgomeryPoint/ConstantTimeEq/ct_eq,ct_eq,src/montgomery.rs,5.0.0_pre.0 field/FieldElement51/ConstantTimeEq/ct_eq; ConditionallySelectable; 5.0.0_pre.0 field/u64/serial/backend/FieldElement51/from_bytes
5.0.0_pre.0 montgomery/differential_add_and_double,differential_add_and_double,src/montgomery.rs,5.0.0_pre.0 field/u64/serial/backend/FieldElement51/square; core https:/github.com/rust_lang/rust/library/core arith/ops/Mul
5.0.0_pre.0 traits/Identity,Identity,src/ristretto.rs,
5.0.0_pre.0 montgomery/Mul/mul,mul,src/montgomery.rs,core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/rev; 5.0.0_pre.0 montgomery/MontgomeryPoint/mul_bits_be; core https:/github.com/rust_lang/rust/library/core arith/ops/MulAssign; 5.0.0_pre.0 scalar/Scalar/bits_le; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/skip
div_mod/arithmetic/lemma_basic_div,lemma_basic_div,src/backend/serial/u64/field_verus.rs,
core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/map,map,src/ristretto.rs,
5.0.0_pre.0 backend/get_selected_backend,get_selected_backend,src/backend/mod.rs,
5.0.0_pre.0 edwards/EdwardsPoint/AddAssign/add_assign,add_assign,src/edwards.rs,core https:/github.com/rust_lang/rust/library/core arith/ops/Sub
5.0.0_pre.0 m,m,src/backend/serial/u64/field.rs,core https:/github.com/rust_lang/rust/library/core arith/ops/Neg
CtOption/new,new,src/scalar.rs,
5.0.0_pre.0 field_lemmas/u64/serial/backend/a2_0_val,a2_0_val,src/backend/serial/u64/field_lemmas.rs,5.0.0_pre.0 field_lemmas/u64/serial/backend/c2_val
bits/lemma_low_bits_mask_div2,lemma_low_bits_mask_div2,src/backend/serial/u64/common_verus.rs,
5.0.0_pre.0 edwards/EdwardsPoint/compress,compress,src/edwards.rs,5.0.0_pre.0 edwards/EdwardsPoint/to_affine; 5.0.0_pre.0 affine/edwards/AffinePoint/compress
5.0.0_pre.0 field_verus/u64/serial/backend/lemma_div_and_mod_51,lemma_div_and_mod_51,src/backend/serial/u64/field_verus.rs,power2/arithmetic/pow2; 5.0.0_pre.0 field_verus/u64/serial/backend/l51_bit_mask_lt; 5.0.0_pre.0 common_verus/u64/serial/backend/lemma_div_and_mod
5.0.0_pre.0 scalar/Scalar/from_canonical_bytes,from_canonical_bytes,src/scalar.rs,ConstantTimeEq/ct_eq; core https:/github.com/rust_lang/rust/library/core fmt/Debug; CtOption/new; 5.0.0_pre.0 scalar/Scalar/is_canonical
core https:/github.com/rust_lang/rust/library/core map/adapters/iter/Map/Iterator/fold,fold,src/backend/serial/scalar_mul/pippenger.rs,
5.0.0_pre.0 ristretto/CompressedRistretto/Default/default,default,src/ristretto.rs,5.0.0_pre.0 ristretto/CompressedRistretto/Identity/identity; core https:/github.com/rust_lang/rust/library/core convert/TryFrom
5.0.0_pre.0 field_lemmas/u64/serial/backend/lemma_shr_51_le,lemma_shr_51_le,src/backend/serial/u64/field_lemmas.rs,power2/arithmetic/lemma_pow2_pos; div_mod/arithmetic/lemma_div_is_ordered; power2/arithmetic/lemma2_to64_rest
5.0.0_pre.0 common_verus/u64/serial/backend/low_bits_mask_increases,low_bits_mask_increases,src/backend/serial/u64/common_verus.rs,bits/lemma_low_bits_mask_unfold; bits/lemma_low_bits_mask_div2; bits/low_bits_mask; bits/lemma_low_bits_mask_values
core https:/github.com/rust_lang/rust/library/core cmp/Eq,Eq,src/field.rs,
5.0.0_pre.0 montgomery/ProjectivePoint/as_affine,as_affine,src/montgomery.rs,5.0.0_pre.0 field/FieldElement51/invert; 5.0.0_pre.0 field/u64/serial/backend/FieldElement51/to_bytes
5.0.0_pre.0 field_lemmas/u64/serial/backend/c3_val,c3_val,src/backend/serial/u64/field_lemmas.rs,5.0.0_pre.0 field_lemmas/u64/serial/backend/c3_0_val; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c2_val
5.0.0_pre.0 field_verus/u64/serial/backend/main,main,src/backend/serial/u64/field_verus.rs,
5.0.0_pre.0 backend/straus_multiscalar_mul,straus_multiscalar_mul,src/backend/mod.rs,5.0.0_pre.0 backend/get_selected_backend; 5.0.0_pre.0 traits/MultiscalarMul; core https:/github.com/rust_lang/rust/library/core collect/traits/iter/IntoIterator; 5.0.0_pre.0 straus/scalar_mul/serial/backend/Straus/MultiscalarMul/multiscalar_mul; core https:/github.com/rust_lang/rust/library/core borrow/Borrow
5.0.0_pre.0 scalar/Scalar/From/from,from,src/scalar.rs,core https:/github.com/rust_lang/rust/library/core slice/len; core https:/github.com/rust_lang/rust/library/core slice/copy_from_slice; core https:/github.com/rust_lang/rust/library/core num/to_le_bytes; core https:/github.com/rust_lang/rust/library/core convert/From
5.0.0_pre.0 ristretto/CompressedRistretto/PartialEq/eq,eq,src/ristretto.rs,ConstantTimeEq; 5.0.0_pre.0 ristretto/CompressedRistretto/ConstantTimeEq/ct_eq; core https:/github.com/rust_lang/rust/library/core convert/Into/into
5.0.0_pre.0 ristretto/RistrettoPoint/Identity/identity,identity,src/ristretto.rs,5.0.0_pre.0 edwards/EdwardsPoint/Identity/identity; core https:/github.com/rust_lang/rust/library/core default/Default
TryRngCore,TryRngCore,src/ristretto.rs,
5.0.0_pre.0 traits/VartimeMultiscalarMul,VartimeMultiscalarMul,src/ristretto.rs,
5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/from_bytes_wide,from_bytes_wide,src/scalar.rs,5.0.0_pre.0 scalar_specs/u64/serial/backend/bytes_wide_to_nat; 5.0.0_pre.0 scalar_specs/u64/serial/backend/limbs_bounded; 5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/add; 5.0.0_pre.0 scalar_specs/u64/serial/backend/group_order; 5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/montgomery_mul; 5.0.0_pre.0 scalar_specs/u64/serial/backend/to_nat
version,version,build.rs,
5.0.0_pre.0 field_lemmas/u64/serial/backend/as_nat_32_u8,as_nat_32_u8,src/backend/serial/u64/field_lemmas.rs,power2/arithmetic/pow2
5.0.0_pre.0 affine/edwards/AffinePoint/Identity/identity,identity,src/edwards/affine.rs,core https:/github.com/rust_lang/rust/library/core cmp/PartialEq
5.0.0_pre.0 traits/BasepointTable/create,create,src/traits.rs,
core https:/github.com/rust_lang/rust/library/core convert/From/from,from,src/backend/serial/scalar_mul/straus.rs,
5.0.0_pre.0 scalar/u64/serial/backend/Scalar52/sub,sub,src/scalar.rs,5.0.0_pre.0 scalar_lemmas/u64/serial/backend/lemma_borrow_and_mask_bounded; Choice/From/from; 5.0.0_pre.0 scalar_specs/u64/serial/backend/group_order; 5.0.0_pre.0 scalar_lemmas/u64/serial/backend/lemma_sub_loop1_invariant; core https:/github.com/rust_lang/rust/library/core num/wrapping_sub; power2/arithmetic/pow2; 5.0.0_pre.0 scalar_specs/u64/serial/backend/limbs_bounded; 5.0.0_pre.0 subtle_assumes/u64/serial/backend/select; 5.0.0_pre.0 scalar_specs/u64/serial/backend/to_nat; 5.0.0_pre.0 scalar_specs/u64/serial/backend/seq_u64_to_nat; 5.0.0_pre.0 scalar_lemmas/u64/serial/backend/lemma_carry_bounded_after_mask; 5.0.0_pre.0 scalar_lemmas/u64/serial/backend/lemma_sub_correct_after_loops; 5.0.0_pre.0 scalar_lemmas/u64/serial/backend/lemma_scalar_subtract_no_overflow; 5.0.0_pre.0 scalar_lemmas/u64/serial/backend/lemma_sub_loop2_invariant
5.0.0_pre.0 scalar/Scalar/to_radix_2w_size_hint,to_radix_2w_size_hint,src/scalar.rs,core https:/github.com/rust_lang/rust/library/core num/div_ceil
5.0.0_pre.0 field_lemmas/u64/serial/backend/lemma_two_factoring_51,lemma_two_factoring_51,src/backend/serial/u64/field_lemmas.rs,power2/arithmetic/pow2; 5.0.0_pre.0 common_verus/u64/serial/backend/lemma_two_factoring
alloc https:/github.com/rust_lang/rust/library/alloc vec/Vec/is_empty,is_empty,src/backend/serial/scalar_mul/precomputed_straus.rs,
5.0.0_pre.0 ristretto/RistrettoPoint/elligator_ristretto_flavor,elligator_ristretto_flavor,src/ristretto.rs,5.0.0_pre.0 field/u64/serial/backend/FieldElement51/square; 5.0.0_pre.0 field/FieldElement51/is_negative; ConditionallyNegatable/conditional_negate; 5.0.0_pre.0 field/u64/serial/backend/FieldElement51/ConditionallySelectable/conditional_assign; 5.0.0_pre.0 curve_models/serial/backend/CompletedPoint/as_extended; 5.0.0_pre.0 field/FieldElement51/sqrt_ratio_i
5.0.0_pre.0 edwards/EdwardsPoint/ValidityCheck/is_valid,is_valid,src/edwards.rs,5.0.0_pre.0 curve_models/serial/backend/ProjectivePoint/ValidityCheck/is_valid; ConditionallySelectable; 5.0.0_pre.0 edwards/EdwardsPoint/as_projective
5.0.0_pre.0 ristretto/RistrettoPoint/vartime_double_scalar_mul_basepoint,vartime_double_scalar_mul_basepoint,src/ristretto.rs,core https:/github.com/rust_lang/rust/library/core arith/ops/Mul; 5.0.0_pre.0 edwards/EdwardsPoint/vartime_double_scalar_mul_basepoint
5.0.0_pre.0 field/FieldElement51/batch_invert,batch_invert,src/field.rs,core https:/github.com/rust_lang/rust/library/core slice/len; From/from; 5.0.0_pre.0 field/FieldElement51/invert; core https:/github.com/rust_lang/rust/library/core slice/iter; 5.0.0_pre.0 field/FieldElement51/is_zero; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/zip; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/rev; core https:/github.com/rust_lang/rust/library/core slice/iter_mut; 5.0.0_pre.0 field/u64/serial/backend/FieldElement51/ConditionallySelectable/conditional_assign; alloc https:/github.com/rust_lang/rust/library/alloc vec/Vec/IntoIterator/into_iter
5.0.0_pre.0 field_lemmas/u64/serial/backend/c1_val,c1_val,src/backend/serial/u64/field_lemmas.rs,5.0.0_pre.0 field_lemmas/u64/serial/backend/c0_val; 5.0.0_pre.0 field_lemmas/u64/serial/backend/c1_0_val
5.0.0_pre.0 curve_models/serial/backend/Sub/sub,sub,src/backend/serial/curve_models/mod.rs,core https:/github.com/rust_lang/rust/library/core arith/ops/Neg; core https:/github.com/rust_lang/rust/library/core arith/ops/Add
5.0.0_pre.0 field/u64/serial/backend/FieldElement51/from_limbs,from_limbs,src/backend/serial/u64/field.rs,
5.0.0_pre.0 ristretto/RistrettoPoint/MulAssign/mul_assign,mul_assign,src/ristretto.rs,core https:/github.com/rust_lang/rust/library/core arith/ops/Mul
5.0.0_pre.0 subtle_assumes/u64/serial/backend/select,select,src/backend/serial/u64/scalar.rs,ConditionallySelectable/conditional_select; 5.0.0_pre.0 subtle_assumes/u64/serial/backend/reveal_choice
5.0.0_pre.0 ristretto/RistrettoPoint/Default/default,default,src/ristretto.rs,core https:/github.com/rust_lang/rust/library/core cmp/PartialEq; 5.0.0_pre.0 ristretto/RistrettoPoint/Identity/identity
5.0.0_pre.0 scalar_lemmas/u64/serial/backend/lemma_borrow_and_mask_bounded,lemma_borrow_and_mask_bounded,src/backend/serial/u64/scalar_lemmas.rs,
5.0.0_pre.0 field_lemmas/u64/serial/backend/lemma_add_then_shift,lemma_add_then_shift,src/backend/serial/u64/field_lemmas.rs,power2/arithmetic/pow2; 5.0.0_pre.0 common_verus/u64/serial/backend/shift_is_pow2; div_mod/arithmetic/lemma_multiply_divide_lt; power2/arithmetic/lemma2_to64_rest; power2/arithmetic/lemma_pow2_subtracts
core https:/github.com/rust_lang/rust/library/core num/to_le_bytes,to_le_bytes,src/scalar.rs,
div_mod/arithmetic/lemma_mod_add_multiples_vanish,lemma_mod_add_multiples_vanish,src/backend/serial/u64/scalar_lemmas.rs,
5.0.0_pre.0 common_verus/u64/serial/backend/low_bits_masks_fit_u64,low_bits_masks_fit_u64,src/backend/serial/u64/common_verus.rs,5.0.0_pre.0 common_verus/u64/serial/backend/low_bits_mask_increases; bits/lemma_low_bits_mask_values; bits/low_bits_mask
5.0.0_pre.0 field_verus/u64/serial/backend/FieldElement51/to_bytes,to_bytes,src/backend/serial/u64/field_verus.rs,5.0.0_pre.0 field_verus/u64/serial/backend/spec_reduce; power2/arithmetic/lemma_pow2_adds; 5.0.0_pre.0 common_verus/u64/serial/backend/shifted_lt; 5.0.0_pre.0 field_verus/u64/serial/backend/l51_bit_mask_lt; 5.0.0_pre.0 field_verus/u64/serial/backend/FieldElement51/reduce; 5.0.0_pre.0 field_verus/u64/serial/backend/lemma_reduce; power2/arithmetic/lemma2_to64; 5.0.0_pre.0 common_verus/u64/serial/backend/shift_is_pow2; 5.0.0_pre.0 field_lemmas/u64/serial/backend/lemma_add_then_shift
5.0.0_pre.0 montgomery/MontgomeryPoint/Hash/hash,hash,src/montgomery.rs,core https:/github.com/rust_lang/rust/library/core hash/Hasher; core https:/github.com/rust_lang/rust/library/core array/Hash/hash; 5.0.0_pre.0 traits/Identity; 5.0.0_pre.0 field/u64/serial/backend/FieldElement51/from_bytes; 5.0.0_pre.0 field/u64/serial/backend/FieldElement51/to_bytes
5.0.0_pre.0 field/FieldElement51/is_zero,is_zero,src/field.rs,5.0.0_pre.0 field/u64/serial/backend/FieldElement51/to_bytes; ConstantTimeEq/ct_eq
5.0.0_pre.0 field/FieldElement51/invert,invert,src/field.rs,5.0.0_pre.0 field/u64/serial/backend/FieldElement51/pow2k; 5.0.0_pre.0 field/FieldElement51/pow22501
5.0.0_pre.0 field_lemmas/u64/serial/backend/c3_0_val,c3_0_val,src/backend/serial/u64/field_lemmas.rs,
5.0.0_pre.0 scalar_specs/u64/serial/backend/words_to_nat_gen_u64,words_to_nat_gen_u64,src/backend/serial/u64/scalar_specs.rs,power2/arithmetic/pow2
5.0.0_pre.0 common_verus/u64/serial/backend/shl_zero_is_id,shl_zero_is_id,src/backend/serial/u64/common_verus.rs,
bits/lemma_low_bits_mask_unfold,lemma_low_bits_mask_unfold,src/backend/serial/u64/common_verus.rs,
5.0.0_pre.0 common_verus/u64/serial/backend/mul_5_terms,mul_5_terms,src/backend/serial/u64/common_verus.rs,mul/arithmetic/lemma_mul_is_distributive_add
5.0.0_pre.0 scalar/Scalar/Default/default,default,src/scalar.rs,core https:/github.com/rust_lang/rust/library/core convert/From
5.0.0_pre.0 scalar_specs/u64/serial/backend/montgomery_radix,montgomery_radix,src/backend/serial/u64/scalar.rs,power2/arithmetic/pow2
5.0.0_pre.0 curve_models/serial/backend/ProjectivePoint/ValidityCheck/is_valid,is_valid,src/backend/serial/curve_models/mod.rs,5.0.0_pre.0 field/u64/serial/backend/FieldElement51/square; ConditionallySelectable
5.0.0_pre.0 edwards/Sub/sub,sub,src/edwards.rs,5.0.0_pre.0 curve_models/serial/backend/CompletedPoint/as_extended; core https:/github.com/rust_lang/rust/library/core arith/ops/SubAssign; 5.0.0_pre.0 edwards/EdwardsPoint/as_projective_niels
5.0.0_pre.0 scalar/Scalar/as_radix_2w,as_radix_2w,src/scalar.rs,5.0.0_pre.0 scalar/read_le_u64_into; core https:/github.com/rust_lang/rust/library/core num/div_ceil; 5.0.0_pre.0 scalar/Scalar/as_radix_16
5.0.0_pre.0 curve_models/serial/backend/AffineNielsPoint/Identity/identity,identity,src/backend/serial/curve_models/mod.rs,core https:/github.com/rust_lang/rust/library/core default/Default
5.0.0_pre.0 edwards/EdwardsPoint/random,random,src/edwards.rs,5.0.0_pre.0 traits/IsIdentity/is_identity; 5.0.0_pre.0 edwards/CompressedEdwardsY/decompress; RngCore; core https:/github.com/rust_lang/rust/library/core marker/Sized; 5.0.0_pre.0 traits/IsIdentity
core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/rev,rev,src/field.rs,
5.0.0_pre.0 ristretto/VartimeRistrettoPrecomputation/VartimePrecomputedMultiscalarMul/optional_mixed_multiscalar_mul,optional_mixed_multiscalar_mul,src/ristretto.rs,core https:/github.com/rust_lang/rust/library/core borrow/Borrow; 5.0.0_pre.0 backend/VartimePrecomputedStraus/optional_mixed_multiscalar_mul; core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/map; core https:/github.com/rust_lang/rust/library/core option/Option/map; core https:/github.com/rust_lang/rust/library/core collect/traits/iter/IntoIterator
5.0.0_pre.0 montgomery/MontgomeryPoint/Identity/identity,identity,src/montgomery.rs,
core https:/github.com/rust_lang/rust/library/core iterator/traits/iter/Iterator/collect,collect,src/ristretto.rs,
